

Test SearchCount: 100000 Invalid Count: 100000 StringCount: 1000000
HashTable-1425970665-Insert
Trial,N,BasicOps,Time
1,1000000,9000000,1.45234680176
2,1000000,9000000,1.44690108299
3,1000000,9000000,1.44004678726
4,1000000,9000000,1.43991303444
5,1000000,9000000,1.44555091858
6,1000000,9000000,1.44308519363
7,1000000,9000000,1.44173789024
8,1000000,9000000,1.44359302521
9,1000000,9000000,1.44321990013
10,1000000,9000000,1.44125390053


HashTable-1425970665-SearchSuccessful
Trial,N,BasicOps,Time
1,1000000,900000,103.680533171
2,1000000,900000,102.819798946
3,1000000,900000,105.061376095
4,1000000,900000,105.417098045
5,1000000,900000,103.448776007
6,1000000,900000,101.58580184
7,1000000,900000,103.990133047
8,1000000,900000,101.507844925
9,1000000,900000,101.868947983
10,1000000,900000,102.907241106


HashTable-1425970665-SearchInvalidStrings
Trial,N,BasicOps,Time
1,1000000,900000,218.891361952
2,1000000,900000,220.652521849
3,1000000,900000,219.517799854
4,1000000,900000,220.0666008
5,1000000,900000,220.071582079
6,1000000,900000,220.638268948
7,1000000,900000,219.539185047
8,1000000,900000,220.634186983
9,1000000,900000,222.194144011
10,1000000,900000,220.781024933
